topic,question,option1,option2,option3,option4,correct_answer,difficulty,language
Electricity,What is electricity? (मराठी),Incorrect option 2 (मराठी),Incorrect option 3 (मराठी),Incorrect option 1 (मराठी),Flow of charge (मराठी),Flow of charge (मराठी),medium,mr
Geometry,What is geometry?,Study of shapes,Incorrect option 2,Incorrect option 1,Incorrect option 3,Study of shapes,easy,en
Geometry,What is geometry? (हिंदी),Study of shapes (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 3 (हिंदी),Study of shapes (हिंदी),easy,hi
Geometry,What is geometry? (मराठी),Study of shapes (मराठी),Incorrect option 2 (मराठी),Incorrect option 1 (मराठी),Incorrect option 3 (मराठी),Study of shapes (मराठी),easy,mr
Geometry,What is geometry?,Incorrect option 2,Incorrect option 3,Study of shapes,Incorrect option 1,Study of shapes,medium,en
Geometry,What is geometry? (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 3 (हिंदी),Study of shapes (हिंदी),Incorrect option 1 (हिंदी),Study of shapes (हिंदी),medium,hi
Geometry,What is geometry? (मराठी),Incorrect option 2 (मराठी),Incorrect option 3 (मराठी),Study of shapes (मराठी),Incorrect option 1 (मराठी),Study of shapes (मराठी),medium,mr
Mensuration,What is mensuration?,Incorrect option 3,Incorrect option 1,Incorrect option 2,Measurement of shapes,Measurement of shapes,easy,en
Mensuration,What is mensuration? (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Measurement of shapes (हिंदी),Measurement of shapes (हिंदी),easy,hi
Mensuration,What is mensuration? (मराठी),Incorrect option 3 (मराठी),Incorrect option 1 (मराठी),Incorrect option 2 (मराठी),Measurement of shapes (मराठी),Measurement of shapes (मराठी),easy,mr
Transportation,What is transportation?,Incorrect option 1,Incorrect option 3,Movement of substances,Incorrect option 2,Movement of substances,medium,en
Transportation,What is transportation? (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 3 (हिंदी),Movement of substances (हिंदी),Incorrect option 2 (हिंदी),Movement of substances (हिंदी),medium,hi
Transportation,What is transportation? (मराठी),Incorrect option 1 (मराठी),Incorrect option 3 (मराठी),Movement of substances (मराठी),Incorrect option 2 (मराठी),Movement of substances (मराठी),medium,mr
Light,What is light?,Incorrect option 1,Incorrect option 3,Form of energy,Incorrect option 2,Form of energy,medium,en
Light,What is light? (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 3 (हिंदी),Form of energy (हिंदी),Incorrect option 2 (हिंदी),Form of energy (हिंदी),medium,hi
Light,What is light? (मराठी),Incorrect option 1 (मराठी),Incorrect option 3 (मराठी),Form of energy (मराठी),Incorrect option 2 (मराठी),Form of energy (मराठी),medium,mr
Electricity,What is electricity?,Incorrect option 1,Flow of charge,Incorrect option 2,Incorrect option 3,Flow of charge,easy,en
Electricity,What is electricity? (हिंदी),Incorrect option 1 (हिंदी),Flow of charge (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 3 (हिंदी),Flow of charge (हिंदी),easy,hi
Electricity,What is electricity? (मराठी),Incorrect option 1 (मराठी),Flow of charge (मराठी),Incorrect option 2 (मराठी),Incorrect option 3 (मराठी),Flow of charge (मराठी),easy,mr
Respiration,What is respiration?,Incorrect option 2,Releasing energy from food,Incorrect option 3,Incorrect option 1,Releasing energy from food,easy,en
Respiration,What is respiration? (हिंदी),Incorrect option 2 (हिंदी),Releasing energy from food (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 1 (हिंदी),Releasing energy from food (हिंदी),easy,hi
Respiration,What is respiration? (मराठी),Incorrect option 2 (मराठी),Releasing energy from food (मराठी),Incorrect option 3 (मराठी),Incorrect option 1 (मराठी),Releasing energy from food (मराठी),easy,mr
Respiration,What is respiration?,Incorrect option 3,Incorrect option 2,Incorrect option 1,Releasing energy from food,Releasing energy from food,medium,en
Respiration,What is respiration? (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 1 (हिंदी),Releasing energy from food (हिंदी),Releasing energy from food (हिंदी),medium,hi
Respiration,What is respiration? (मराठी),Incorrect option 3 (मराठी),Incorrect option 2 (मराठी),Incorrect option 1 (मराठी),Releasing energy from food (मराठी),Releasing energy from food (मराठी),medium,mr
Electricity,What is electricity?,Flow of charge,Incorrect option 1,Incorrect option 2,Incorrect option 3,Flow of charge,easy,en
Electricity,What is electricity? (हिंदी),Flow of charge (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 3 (हिंदी),Flow of charge (हिंदी),easy,hi
Electricity,What is electricity? (मराठी),Flow of charge (मराठी),Incorrect option 1 (मराठी),Incorrect option 2 (मराठी),Incorrect option 3 (मराठी),Flow of charge (मराठी),easy,mr
Data Handling,What is data handling?,Incorrect option 3,Incorrect option 2,Incorrect option 1,Collecting and analyzing data,Collecting and analyzing data,easy,en
Data Handling,What is data handling? (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 1 (हिंदी),Collecting and analyzing data (हिंदी),Collecting and analyzing data (हिंदी),easy,hi
Data Handling,What is data handling? (मराठी),Incorrect option 3 (मराठी),Incorrect option 2 (मराठी),Incorrect option 1 (मराठी),Collecting and analyzing data (मराठी),Collecting and analyzing data (मराठी),easy,mr
Respiration,What is respiration?,Incorrect option 1,Incorrect option 2,Incorrect option 3,Releasing energy from food,Releasing energy from food,easy,en
Respiration,What is respiration? (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 3 (हिंदी),Releasing energy from food (हिंदी),Releasing energy from food (हिंदी),easy,hi
Respiration,What is respiration? (मराठी),Incorrect option 1 (मराठी),Incorrect option 2 (मराठी),Incorrect option 3 (मराठी),Releasing energy from food (मराठी),Releasing energy from food (मराठी),easy,mr
Energy,What is energy?,Incorrect option 1,Incorrect option 2,Incorrect option 3,Ability to do work,Ability to do work,easy,en
Energy,What is energy? (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 3 (हिंदी),Ability to do work (हिंदी),Ability to do work (हिंदी),easy,hi
Energy,What is energy? (मराठी),Incorrect option 1 (मराठी),Incorrect option 2 (मराठी),Incorrect option 3 (मराठी),Ability to do work (मराठी),Ability to do work (मराठी),easy,mr
Respiration,What is respiration?,Incorrect option 2,Incorrect option 1,Incorrect option 3,Releasing energy from food,Releasing energy from food,medium,en
Respiration,What is respiration? (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 3 (हिंदी),Releasing energy from food (हिंदी),Releasing energy from food (हिंदी),medium,hi
Respiration,What is respiration? (मराठी),Incorrect option 2 (मराठी),Incorrect option 1 (मराठी),Incorrect option 3 (मराठी),Releasing energy from food (मराठी),Releasing energy from food (मराठी),medium,mr
Excretion,What is excretion?,Incorrect option 2,Removal of waste,Incorrect option 1,Incorrect option 3,Removal of waste,medium,en
Excretion,What is excretion? (हिंदी),Incorrect option 2 (हिंदी),Removal of waste (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 3 (हिंदी),Removal of waste (हिंदी),medium,hi
Excretion,What is excretion? (मराठी),Incorrect option 2 (मराठी),Removal of waste (मराठी),Incorrect option 1 (मराठी),Incorrect option 3 (मराठी),Removal of waste (मराठी),medium,mr
Transportation,What is transportation?,Incorrect option 1,Incorrect option 2,Incorrect option 3,Movement of substances,Movement of substances,medium,en
Transportation,What is transportation? (हिंदी),Incorrect option 1 (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 3 (हिंदी),Movement of substances (हिंदी),Movement of substances (हिंदी),medium,hi
Transportation,What is transportation? (मराठी),Incorrect option 1 (मराठी),Incorrect option 2 (मराठी),Incorrect option 3 (मराठी),Movement of substances (मराठी),Movement of substances (मराठी),medium,mr
Linear Equations,What is a linear equation?,Incorrect option 3,Incorrect option 2,Incorrect option 1,Equation of degree one,Equation of degree one,medium,en
Linear Equations,What is a linear equation? (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 1 (हिंदी),Equation of degree one (हिंदी),Equation of degree one (हिंदी),medium,hi
Linear Equations,What is a linear equation? (मराठी),Incorrect option 3 (मराठी),Incorrect option 2 (मराठी),Incorrect option 1 (मराठी),Equation of degree one (मराठी),Equation of degree one (मराठी),medium,mr
Algebra,What is algebra?,Incorrect option 2,Incorrect option 3,Incorrect option 1,Use of symbols,Use of symbols,easy,en
Algebra,What is algebra? (हिंदी),Incorrect option 2 (हिंदी),Incorrect option 3 (हिंदी),Incorrect option 1 (हिंदी),Use of symbols (हिंदी),Use of symbols (हिंदी),easy,hi
